mean,median,std,min,max,p25,p75,mean_var_explained,median_var_explained,std_var_explained,min_var_explained,max_var_explained,mean_peers,n_observations
3.410737686005686,2.120313961931765,4.251588498745006,1.0529023845583032,41.0886380914401,1.7237187982772177,2.9486940544811593,0.12896844122849152,0.10851739087375026,0.07442942533712125,0.028171830756522666,0.7130567897097659,37.58984074391511,27239022
