mean,median,std,min,max,p25,p75,mean_var_explained,median_var_explained,std_var_explained,min_var_explained,max_var_explained,mean_peers,n_observations
3.2714821515407,1.8196024607405288,4.314953478813814,1.003984135302944,37.18423368595331,1.3334776103877015,2.7349189546249084,0.19633502947006606,0.13082313347938748,0.15908075102264385,0.02932356387715007,0.9658955053385759,36.52363901032541,33348012
