naics,mean_eigenvalue,median_eigenvalue,mean_var_explained,median_var_explained,mean_peers,n_obs,naics_name
423860,1.0772497557766727,1.0640188180466184,0.5106868562433026,0.5227620320337465,2.1375036884036587,10167,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
233210,1.025335260241389,1.0262012198018335,0.5106332347630727,0.5110644963695641,2.0,170,Unknown
325612,1.070389854675643,1.0564306316505538,0.5105322408480603,0.5187047758063393,2.1191841937539833,15690,Polish and Other Sanitation Good Manufacturing
541714,1.0761414321447504,1.0558969384687926,0.508987108761257,0.5194268496637239,2.1462074019787467,16374,Research and Development in Biotechnology (except Nanobiotechnology)
326113,1.0874861379569465,1.0654391823078058,0.5072248159985463,0.518510639192532,2.1849616586197103,14084,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
623311,1.0835424382564127,1.0700184817977667,0.5070180252288272,0.5185178447679206,2.1694307944307942,9768,Continuing Care Retirement Communities
333611,1.0172059480110434,1.0165467330358167,0.5065847082356585,0.5062564087142659,2.0,85,Turbine and Turbine Generator Set Units Manufacturing
238210,1.0990686738671007,1.0808476579025053,0.5064569430816932,0.5231601674142361,2.21478185370089,18428,Electrical Contractors and Other Wiring Installation Contractors
524298,1.0674739676338891,1.0584303840241096,0.506456901110659,0.5199708989097118,2.1359911550468262,15376,All Other Insurance Related Activities
321999,1.0154948556548762,1.0144905442130565,0.5057325570820911,0.5052323940426136,2.0,69,All Other Miscellaneous Wood Product Manufacturing
212390,1.0732180458174514,1.0515630120150623,0.5049230253552592,0.5157456225592444,2.153752039151713,2452,Other Nonmetallic Mineral Mining and Quarrying
311612,1.0571511487706566,1.0500241213687829,0.5035921456915348,0.5184209548894014,2.1253218884120173,2330,Meat Processed from Carcasses
336412,1.0973366718025594,1.0816061709539346,0.5030936982459304,0.5231365304926561,2.231967356967357,22792,Aircraft Engine and Engine Parts Manufacturing
523930,1.2001704801880304,1.1987750447021233,0.5029675622040021,0.5341388308432347,2.52401081205429,34776,Unknown
722211,1.0085240218015408,1.0080737086759912,0.5022609711749736,0.5020367080906225,2.0,5,Unknown
332216,1.0630294906548494,1.0530960574489492,0.5014734157261271,0.5167893482961223,2.151806526806527,17160,Saw Blade and Handtool Manufacturing
311,1.0791036853238938,1.0720637674160223,0.5011635721564908,0.521536205957362,2.209754433833561,38116,Unknown
459110,1.212300774729813,1.188890414107709,0.501102847818058,0.511154157706378,2.503917525773196,21825,Sporting Goods Retailers
331492,1.05397512730025,1.049566932966933,0.49912896320270517,0.5145748748395473,2.1455812999794954,4877,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
311812,1.0799152579576101,1.068408574700797,0.49820447654435474,0.5185794534751544,2.2095368249981533,27074,Commercial Bakeries
561990,1.050460029038728,1.047320192643837,0.49778607802935937,0.5180806833296885,2.1479807112718503,19908,All Other Support Services
561110,1.0604510455141458,1.0609117717499503,0.4976825010177948,0.518979404511031,2.1817236448719615,15386,Office Administrative Services
334290,1.087318541721931,1.0741451501879031,0.4974974479715482,0.5204733068286799,2.244928676495741,29233,Other Communications Equipment Manufacturing
488510,1.1214211957648546,1.0970038448220931,0.49585632474855745,0.5192165357115976,2.3360880146015006,39448,Freight Transportation Arrangement
332431,1.2538567464722075,1.2323044236990124,0.4956951808216336,0.5008098401065466,2.5988403696321796,33114,Metal Can Manufacturing
334310,1.0994101379668684,1.0918236713019795,0.4949968608266491,0.5220731468287764,2.311237901171676,49075,Audio and Video Equipment Manufacturing
5418,1.073220003506515,1.0541734980273587,0.49373544474504033,0.5156492903082783,2.213064603203167,11114,Unknown
333298,1.0664483365570785,1.0672236435918552,0.4924377947337163,0.5195294909997967,2.2143222506393863,3910,Unknown
325611,1.1243945629987533,1.1023273068779935,0.49194739423038036,0.5146171083541435,2.3443933054393304,23900,Soap and Other Detergent Manufacturing
5311,1.1744420500133568,1.1568857013248746,0.48914558735014635,0.5258828680845279,2.52713236116809,26813,Unknown
311999,1.089361185105866,1.084301141243649,0.48885317592607413,0.5144346406291925,2.309390225896944,13546,All Other Miscellaneous Food Manufacturing
448140,1.0943331529820133,1.079655730981221,0.48799404635426136,0.5149834824532208,2.3164688072663533,12551,Unknown
311511,1.0854636402554017,1.067346278081805,0.4862631664924734,0.5160188682793413,2.287638496632631,4603,Fluid Milk Manufacturing
448310,1.094754451314942,1.0779915119517334,0.4851655510505296,0.5165457342953766,2.35261174500157,19106,Unknown
512131,1.3347785288681295,1.28335569757623,0.4832939391681346,0.4448379068298808,2.9666097109497365,42138,Motion Picture Theaters (except Drive-Ins)
441120,1.083651369280451,1.0739896425111244,0.483183719726601,0.5144899634121072,2.316502316739931,16834,Used Car Dealers
339114,1.1345194690129827,1.0841526355614408,0.48279917131744804,0.5095981194730357,2.4170012991614502,33868,Dental Equipment and Supplies Manufacturing
323111,1.0968814145754144,1.0589664685140292,0.48250383806749647,0.5107173733151321,2.3195496860792377,9238,Commercial Printing (except Screen and Books)
623110,1.1884457221529248,1.1370755483712807,0.4792783930958664,0.5181062828710757,2.6634206319931146,40665,Nursing Care Facilities (Skilled Nursing Facilities)
713290,1.1527707254646584,1.1344459518490955,0.4786236573856584,0.5089756190363892,2.4912659046797496,18548,Other Gambling Industries
562211,1.154665299375242,1.124819310052353,0.4780291744140442,0.5119302302440208,2.51261769213926,36536,Hazardous Waste Treatment and Disposal
339115,1.1016581838151271,1.0886505366486046,0.4775795664469037,0.5191637784593184,2.3711516533637402,14032,Ophthalmic Goods Manufacturing
332321,1.0883855105717584,1.0722260910124437,0.4765166283573768,0.5103562654297717,2.3562288403052736,17427,Metal Window and Door Manufacturing
611310,1.604102876887586,1.5829767268958292,0.4763042329572093,0.42920324051061454,3.598314397605611,67157,"Colleges, Universities, and Professional Schools"
424210,1.6693236127920597,1.6626459944813659,0.4761218086103421,0.4403892432564598,3.6781729428172945,71700,Drugs and Druggists' Sundries Merchant Wholesalers
561450,1.2887677296838669,1.1095944221109386,0.474815318523564,0.5097856518549881,2.854426133877789,34285,Credit Bureaus
